web-scraper-order,web-scraper-start-url,Name,Video,Target Muscle Group,Exercise Type,Equipment Required,Mechanics,Force Type,Experience Level,Secondary Muscles,Muscle Group Image-src,Overview,Instructions,Tips
1744282808-77,https://www.muscleandstrength.com/exercises/lying-tricep-extension.html,Lying Barbell Tricep Extension (Skull Crusher),https://player.vimeo.com/video/756784165?h=2875a34466&badge=0&autopause=0&player_id=0&app_id=58479,Triceps,Strength,Barbell,Isolation,Push,Intermediate,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,,"Sit on the end of a flat bench with a barbell on your thighs.
Grip the barbell with an overhand grip (palms facing down) with your hands about shoulder-width apart.
Bring the bar up to your chest and lay down on your back. Extend your arms straight up above your chest.
Keeping your elbows fixed in place and not pointing out, slowly lower the bar until it is about an inch from your forehead (hence the name skullcrusher!).
Pause, and then slowly extend your arms back to the starting position.
Do not lock your elbows out, and then repeat for desired reps.",
1744282811-78,https://www.muscleandstrength.com/exercises/tate-press.html,Tate Press,,Traps,Strength,Dumbbell,Compound,Push,Intermediate,"Chest, Shoulders",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Traps.jpg,,"To set up for the tate press, choose a pair of dumbbells, rest them on your thighs, and lie down flat on a flat bench.
You can use your thighs to help you push the dumbbells above your body, fully extending your arms at shoulder width apart.
At this point, your palms should be facing forward and the ends of the dumbbells should be touching. 
Keeping the dumbbells close, slowly lower them inward to your chest (bending only at your elbow joints) in a semi-circular motion pointing your elbows outward.
Do not allow the dumbbells to rest on your chest, and begin pushing them back up to the starting position using the same semicircular path you used to lower them.
Once the dumbbells have returned to the starting position, pause and then repeat for desired reps.",
1744282813-79,https://www.muscleandstrength.com/exercises/rope-tricep-extension.html,Rope Tricep Extension,https://www.youtube.com/embed/LzwgB15UdO8?rel=0,Triceps,Strength,Cable,Isolation,Push (Bilateral),Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,"The rope tricep extension is a variation of the cable tricep extension and an exercise used to build the muscles of the triceps.
Well-built triceps also have a lot of positive carryover into your pressing movements such as bench press variations and shoulder press variations.
The rope tricep extension can be included in your tricep workouts, upper body workouts, push workouts, and full body workouts.","
		Attach a rope to a cable stack as high as possible and assume a standing position.

		Grasp the rope with a neutral grip (palms facing in) and lean forward slightly by hinging at the hips.

		Initiate the movement by extending the elbows and flexing the triceps.

		Pull the rope downward until the elbows are almost locked out and then slowly lower under control back to the starting position.

		Repeat for the desired number of repetitions.","
		If you want to keep more tension in the triceps, don’t lock the elbows out entirely.

		Imagine there’s a screw running through your elbow and don’t allow them to move in front of the body as you extend at the bottom of the movement.

		Experiment with static elbow positioning throughout the lift - some may find that they get a better stretch in the bottom portion of the movement by allowing their elbows to drift behind the body during the eccentric portion of the movement (similar to a drag curl).

		Ensure the shoulder blades don’t tilt forward as you extend the elbows."
1744282815-80,https://www.muscleandstrength.com/exercises/overhead-tricep-extension.html,High Pulley Overhead Tricep Extension (Rope Extension),https://www.youtube.com/embed/NRENeEgaIgA?rel=0,Triceps,Strength,Cable,Isolation,Push (Bilateral),Beginner,Abs,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,"The overhead rope tricep extension is a variation of the rope tricep extension and an exercise used to build the muscles of the triceps.
Overhead tricep extension variations are especially good at targetting the long head of the triceps. The denser your long head muscle is, the overall larger the triceps appear.
Well-built triceps also have a lot of positive carryover into your pressing movements such as bench press variations and shoulder press variations.
The overhead rope tricep extension can be included in your tricep workouts, upper body workouts, push workouts, and full body workouts.","Attach a rope to a cable stack as high as possible and assume a standing position.
Utilize a split stance, grasp the rope overhead with a neutral grip (palms facing), and lean forward by hinging at the hips.
Initiate the movement by extending the elbows and flexing the triceps.
Pull the rope downward until the elbows are almost locked out and then slowly lower under control back to the starting position.
Repeat for the desired number of repetitions.","If you want to keep more tension in the triceps, don’t lock the elbows out entirely.
Don’t allow the rope to pull you backwards or cause you to overarch throughout your lumbar spine.
You may need to tuck the chin slightly to allow the rope to travel overhead and not graze the back of your head.
Ensure the shoulder blades don’t tilt forward as you extend the elbows."
1744282818-81,https://www.muscleandstrength.com/exercises/wide-grip-upright-rows.html,Wide Grip Upright Row,https://player.vimeo.com/video/756787972?h=573d1419c7&badge=0&autopause=0&player_id=0&app_id=58479,Traps,Strength,Barbell,Compound,Pull,Intermediate,"Lats, Shoulders",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Traps.jpg,,"Load up a barbell with the weight you want to use and stand facing it with your feet around shoulder width apart.
Grasp the barbell with an overhand grip, and hands slightly wider than shoulder width apart.
Pick the bar up, bending at the knees and keeping your back straight.
Keeping your back straight and eyes facing forwards, lift the bar straight up while keeping it as close to your body as possible (you should pull the bar up to around chest height - nearly touching your chin).
Pause, and then slowly lower the bar back to the starting position.
Repeat for desired reps.",
1744282820-82,https://www.muscleandstrength.com/exercises/banded-tricep-extension,Banded Tricep Extension,https://www.youtube.com/embed/eS72lln_EWA?rel=0,Triceps,Strength,Bands,Isolation,Push (Bilateral),Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,"The banded tricep extension is a variation of the tricep extension and an exercise used to target the muscles of the tricep.
The banded tricep extension incorporates the use of bands to provide accommodating resistance, which provides a greater amount of resistance to the target muscle group the closer one gets to a complete contraction.","
		Attach a band to a stable implement above head height and assume a standing position.

		Grasp the band with a neutral grip (palms facing in) and lean forward slightly by hinging at the hips.

		Initiate the movement by extending the elbows and flexing the triceps.

		Pull the band downward until the elbows are almost locked out and then slowly lower under control back to the starting position.

		Repeat for the desired number of repetitions.","
		If you want to keep more tension in the triceps, don’t lock the elbows out entirely.

		Imagine there’s a screw running through your elbow and don’t allow them to move in front of the body as you extend at the bottom of the movement.

		Experiment with static elbow positioning throughout the lift - some may find that they get a better stretch in the bottom portion of the movement by allowing their elbows to drift behind the body during the eccentric portion of the movement (similar to a drag curl).

		Ensure the shoulder blades don’t tilt forward as you extend the elbows."
1744282822-83,https://www.muscleandstrength.com/exercises/lying-dumbbell-extension.html,Lying Dumbbell Extension,https://player.vimeo.com/video/756784027?h=3e566cd972&badge=0&autopause=0&player_id=0&app_id=58479,Triceps,Strength,Dumbbell,Isolation,Push,Intermediate,"Chest, Shoulders",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,,"Grab a pair of dumbbells and sit on the end of a flat bench with the dumbbells resting on your thighs.
Lie back on the bench and extend the dumbbells above your head. The dumbbells should not be touching and you should be using a neutral grip (palms facing each other).
Bending at the elbows only, keeping your elbows fixed and pointing at your hips, slowly lower the dumbbells down beside your head until they are about level with your ears.
Pause and squeeze the triceps. Then raise the dumbbells back to the starting position.
Do not lock the elbows out, and then repeat for desired reps.",
1744282824-84,https://www.muscleandstrength.com/exercises/tricep-bench-dip.html,Bench Dip,https://player.vimeo.com/video/756783893?h=d0044faa39&badge=0&autopause=0&player_id=0&app_id=58479,Triceps,Strength,Bodyweight,Compound,Push,Beginner,Shoulders,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,,"Set up for the bench dip by placing 2 flat benches parallel to one another to around 4-5 feet apart (you may need to adjust the width to suit your height).
Put your heels on the edge of one bench around shoulder-width apart.
Place your hands on the edge of the other bench. This is the starting position for the exercise.
Keeping your body close to the bench, slowly dip down until your elbows are at the same height as your shoulders.
Slowly push back up, squeezing through the triceps.
Do not lock the elbows out at the top of the exercise, and repeat.",
1744282826-85,https://www.muscleandstrength.com/exercises/lying-pronated-dumbbell-tricep-extension,Lying Pronated Dumbbell Tricep Extension,https://www.youtube.com/embed/c3UL6kh99DA?rel=0,Triceps,Strength,Dumbbell,Isolation,Push (Bilateral),Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,"The lying pronated dumbbell tricep extension is a variation of the lying dumbbell tricep extension and an exercise used to isolate the tricep muscles.
Some believe that through rotating hand and grip positions, you can target different areas of the tricep. However, this is highly debated with this particular muscle group. So, when deciding whether or not to perform the lying pronated dumbbell tricep extension over another variation, consider which hand placement feels most comfortable to you.","
		Select the desired weight from the rack and sit in an upright position on a flat bench.

		Lay back keeping the weights close to your chest. Once your back is flat against the pad, press the weights to lockout using a neutral grip.

		Rotate the dumbbells to a pronated position (thumbs pointing towards one another) and lower the weights towards your shoulders by unlocking the elbows.

		Once your forearms reach parallel or just below, drive the dumbbell back to the starting point by extending the elbows and flexing the triceps.

		Repeat for the desired number of repetitions.","
		Don’t overextend through the lumbar spine, keep your ribcage down by maintaining tension through the abs and glutes.

		Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection.

		Keep the head in a fairly neutral position, don’t allow the neck to jut forward as this may place excessive pressure on the cervical spine."
1744282829-86,https://www.muscleandstrength.com/exercises/decline-close-grip-bench-press.html,Decline Close Grip Bench Press,https://www.youtube.com/embed/N0njbO0ziio?rel=0,Triceps,Strength,Barbell,Compound,Push (Bilateral),Intermediate,"Chest, Shoulders",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,"The decline close grip bench press is a variation of the close grip bench press and an exercise used to build muscle and strength in the triceps. The movement will also indirectly target the muscles of the chest and shoulders.
The close grip bench press is a superior movement when we’re talking about exercises that will pack mass onto your triceps. That said, use of close grips can provide some shoulder and elbow discomfort for some.
This exercise can be included in your tricep workouts, push workouts, upper body workouts, and full body workouts.","
		Lie flat on an decline bench, set your hands at shoulder width, and hook your feet underneath the pad.

		Set your shoulder blades by pinching them together and driving them into the bench.

		Take a deep breath and allow your spotter to help you with the lift off in order to maintain tightness through your upper back.

		Let the weight settle and ensure your upper back remains tight after lift off.

		Inhale and allow the bar to descend slowly by unlocking the elbows.

		Lower the bar in a straight line to just below your sternum (breastbone) and touch the chest.

		Push the bar back up in a straight line by pressing yourself into the bench and extending the elbows.

		Repeat for the desired number of repetitions.","
		Technique first, weight second - no one cares how much you bench if you get injured.

		Keep the bar in line with your wrist and elbows and ensure it travels in a straight line. To keep the wrist straight, try to position the bar as low in the palm as possible while still being able to wrap the thumb.

		If you want to keep more tension through the triceps and chest, stop each repetition just short of lockout at the top.

		Don’t worry about tucking the elbows excessively, much of this advice is from geared lifters using suits. A slight tuck on the way down may be advisable for some lifters but other lifters can use an excellent cue from Greg Nuckols that accomplish the same thing: “Flare and push”.

		Arching may be advisable depending upon your goals but ensure that most of the arch comes from the mid to upper back and not your lower back. If your lower back is cramping as you set up for the lift, you’re out of position and putting yourself at risk for potential injury.

		The bar should touch your chest with every single repetition. If you want to overload specific ranges of motion, look into board presses or accommodating resistance with chains or bands.

		As the bar descends, aim for your sternum (breastbone) or slightly below depending upon the length of your upper arm to promote a linear bar path.

		Intermediate and advanced lifters may use a thumbless or “suicide” grip but for the majority of lifters, it would be wiser to learn how to bench with the thumb wrapped around the bar at first.

		Fight to the urge to allow the wrists to roll back into extension, think about rolling your knuckles toward the ceiling.

		Experiment with grip width - if your have longer arms you may need to use a slightly wider grip. However, if you’re feeling pressure in the front of the shoulder during the exercise, you may need to widen your grip, improve scapular retraction, or slightly lessen the range of motion via exercises such as floor or board presses.

		Squeeze the bar as tightly as possible to help enhance shoulder stability.

		Ensure the shoulder blades remain retracted and don’t allow them to change position as you press.

		The bar should descend under control and touch the lifter’s chest - no bouncing or excess momentum.

		Think about trying to push yourself away from the bar instead of pushing the bar off of you.

		Tightness through the upper back should be one of your main priorities throughout the course of the lift.

		Ideally, use a spotter to help assist with the lift off to maintain tension through the upper back.

		Focus on pulling the bar apart or trying to “bend the bar” to activate some of the intrinsic stabilizers in the shoulder.

		The glutes and shoulder blades should maintain contact with the bench throughout the entirety of the movement."
1744282831-87,https://www.muscleandstrength.com/exercises/banded-skullcrusher,Banded Skullcrusher,https://www.youtube.com/embed/iKJepwpreLo?rel=0,Triceps,Strength,Bands,Isolation,Push (Bilateral),Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,"The banded skullcrusher is a variation of the skullcrusher and an exercise used to build the muscles of the triceps.
The band used during the banded skullcrusher provides accommodating resistance, meaning more resistance is put on the targeted muscle group as you move through the exercise’s range of motion.","
		Wrap a band around a flat bench and assume a seated position.

		Grasp the handle with a pronated grip (palm facing down) and lay back to a supine position with the bar positioned at chest height.

		Press the band to extension and begin the movement by flexing the elbows and allowing the band to drop over your head while the triceps stretch.

		Extend the elbows and flex the triceps to bring the bar back to the starting position.

		Repeat for the desired number of repetitions.","
		If you want to keep more tension in the triceps, don’t lock the elbows out entirely.

		If these bother your elbows, consider using the dumbbell version, and don’t come to complete lockout.

		Ensure the shoulder blades don’t tilt forward as you extend the elbows.

		Keep some tension through the abs and don’t allow the lower back to arch excessively as the band goes overhead."
1744282833-88,https://www.muscleandstrength.com/exercises/tricep-extension.html,Straight Bar Tricep Extension,https://www.youtube.com/embed/mpZ9VRisAyw?rel=0,Triceps,Strength,Cable,Isolation,Push (Bilateral),Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,"The straight bar tricep extension is a variation of the cable tricep extension and an exercise used to build the muscles of the triceps.
Well-built triceps also have a lot of positive carryover into your pressing movements such as bench press variations and shoulder press variations.
The straight bar tricep extension can be included in your tricep workouts, upper body workouts, push workouts, and full body workouts.","Attach a straight bar to a cable stack as high as possible and assume a standing position.
Grasp the straight bar with a pronated grip (palms facing down) and lean forward slightly by hinging at the hips.
Initiate the movement by extending the elbows and flexing the triceps.
Pull the handle downward until the elbows are almost locked out and then slowly lower under control back to the starting position.
Repeat for the desired number of repetitions.","If you want to keep more tension in the triceps, don’t lock the elbows out entirely.
Imagine there’s a screw running through your elbow and don’t allow them to move in front of the body as you extend at the bottom of the movement.
Experiment with static elbow positioning throughout the lift - some may find that they get a better stretch in the bottom portion of the movement by allowing their elbows to drift behind the body during the eccentric portion of the movement (similar to a drag curl).
Ensure the shoulder blades don’t tilt forward as you extend the elbows."
1744282836-89,https://www.muscleandstrength.com/exercises/standing-two-arm-tricep-cable-extension.html,Two-Arm Tricep Cable Extension,https://player.vimeo.com/video/756788330?h=34b33278ea,Triceps,Strength,Cable,Isolation,Push,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,,"Set up by attaching a single grip handle to each of the high pulley cables and selecting the weight you want to use on the stack.
Grip each cable with an underhand grip (palms facing up). You will grab the right handle with your left hand and the left handle with your right hand. 
Stand in the center of the machine and lift the handles so that your upper arms are parallel to the floor and the handles are the front of your face around level with your ears. This is the starting position.
Keeping your upper arms and body fixed, push the handles out away from your body as far as possible.
Once you have fully extended both arms, pause and then slowly bring the handles back to the starting position. 
Repeat for desired reps.",
1744282838-90,https://www.muscleandstrength.com/exercises/close-grip-pin-press,Close Grip Pin Press,https://www.youtube.com/embed/0PyyGgXM2JU?rel=0,Triceps,Strength,Barbell,Compound,Push (Bilateral),Beginner,"Chest, Shoulders",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,"The close grip pin press is a variation of the close grip bench press and is used to directly target the muscles of the triceps. The exercise will also indirectly target the chest and shoulders.
The close grip pin press is an excellent exercise to train power since you will be pushing the weight used from a dead stop. The addition of pins also allows the lifter to use slightly heavier weight than they might performing the traditional close grip bench press variation.","
		Set the safeties in a rack to just above chest height while supine.

		Lie flat on a bench and set your hands at shoulder width.

		Set your shoulder blades by pinching them together and driving them into the bench.

		Take a deep breath and allow your spotter to help you with the lift off to maintain tightness through your upper back.

		Let the weight settle and ensure your upper back remains tight after lift off.

		Inhale and allow the bar to descend slowly by unlocking the elbows.

		Lower the bar in a straight line to the pins and pause for 2-3 seconds.

		Push the bar back up in a straight line by pressing yourself into the bench, driving your feet into the floor for leg drive, and extending the elbows.

		Repeat from the pins for the desired number of repetitions.","
		Technique first, weight second - no one cares how much you bench if you get injured.

		Keep the bar in line with your wrist and elbows and ensure it travels in a straight line. To keep the wrist straight, try to position the bar as low in the palm as possible while still being able to wrap the thumb.

		If you want to keep more tension through the triceps and chest, stop each repetition just short of lockout at the top.

		Don’t worry about tucking the elbows excessively, much of this advice is from geared lifters using suits. A slight tuck on the way down may be advisable for some lifters but other lifters can use an excellent cue from Greg Nuckols that accomplishes the same thing: “Flare and push”.

		Arching may be advisable depending upon your goals but ensure that most of the arch comes from the mid to upper back and not your lower back. If your lower back is cramping as you set up for the lift, you’re out of position and putting yourself at risk for potential injury.

		As the bar descends, aim for your sternum (breastbone) or slightly below depending upon the length of your upper arm to promote a linear bar path.

		Intermediate and advanced lifters may use a thumbless or “suicide” grip but for the majority of lifters, it would be wiser to learn how to bench with the thumb wrapped around the bar at first.

		Fight to the urge to allow the wrists to roll back into extension, think about rolling your knuckles toward the ceiling.

		Experiment with grip width - if your have longer arms you may need to use a slightly wider grip. However, if you’re feeling pressure in the front of the shoulder during the exercise, you may need to widen your grip, improve scapular retraction, or slightly lessen the range of motion via exercises such as floor or board presses.

		Squeeze the bar as tightly as possible to help enhance shoulder stability.

		Some lifters prefer to tuck their toes while other prefer to keep the feet flat to optimize leg drive - experiment with both and see which one feels and allows for greater power production.

		Ensure the shoulder blades remain retracted and don’t allow them to change position as you press.

		Think about trying to push yourself away from the bar instead of pushing the bar off of the pins.

		Tightness through the upper back should be one of your main priorities throughout the course of the lift.

		Ideally, use a spotter to help assist with the lift off to maintain tension through the upper back.

		Keep the feet quiet throughout the lift and utilize leg drive by pushing your feet into the floor and squeezing your glutes to stabilize the pelvis.

		Focus on pulling the bar apart or trying to “bend the bar” to activate some of the intrinsic stabilizers in the shoulder.

		The glutes and shoulder blades should maintain contact with the bench throughout the entirety of the movement."
1744282840-91,https://www.muscleandstrength.com/exercises/behind-the-back-barbell-shrug.html,Behind-The-Back Barbell Shrug,https://player.vimeo.com/video/756787954?h=78ea1a82c8&badge=0&autopause=0&player_id=0&app_id=58479,Traps,Strength,Barbell,Isolation,Pull,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Traps.jpg,,"Set up for the behind-the-back barbell shrug by loading up the weight you want to use on a straight bar or an Olympic bar.
Stand facing away from the bar with your feet about shoulder width apart.
Bending only at the knees, pick the barbell up off the floor behind your back. You may have a training partner assist you.
Grasp the bar with an overhand grip, with your hands about shoulder width apart.  
Keeping the barbell close to your body, let your shoulders sag as far as possible. This is the starting position for the exercise.
Slowly shrug your shoulders up as far as possible.
Pause, and then slowly lower the barbell back to the starting position.
Repeat for desired reps.",
1744282843-92,https://www.muscleandstrength.com/exercises/high-pull,High Pull,https://www.youtube.com/embed/GZzESjLoJUM?rel=0,Traps,Olympic Weightlifting,Barbell,Compound,Pull (Bilateral),Intermediate,"Abs, Adductors, Biceps, Calves, Forearms, Glutes, Hamstrings, Quads, Shoulders, Upper Back",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Traps.jpg,"The high pull is a variation of the clean and an exercise used primarily to target the muscles of the shoulders and traps.
The high pull is somewhat of a combination exercise (combining a deadlift with an upright row) and will target other muscles groups such as the upper back and hamstrings.
High pulls are performed explosively, and since the traps respond well to explosive movements, will help with trap muscle growth. They also have a significant amount of application in sports-specific training where explosiveness is an important indicator for performance.","
		Setup with your feet in a shoulder width stance, toes pointed out slightly, and your hands in a slightly wider than shoulder width grip.

		Dip slightly to the power position and allow the bar to slide down your thighs.

		Explosively jump straight up, shrug the bar aggressively, and then drive the elbows high.

		Repeat for the desired number of repetitions.","
		Olympic lifting is about efficiency, not just brute strength.

		Ideally you want the movement to take place in a vertical fashion. Don’t think about pushing the hips forward, think up.

		Toe angle is highly individual - experiment to see what feels best for you.

		Drive through the whole foot - you want 3 points of contact: big toe, little toe, and heel."
1744282845-93,https://www.muscleandstrength.com/exercises/barbell-shrug.html,Barbell Shrug,https://www.youtube.com/embed/6hNudn7Peco?rel=0,Traps,Strength,Barbell,Isolation,Pull (Bilateral),Beginner,"Shoulders, Upper Back",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Traps.jpg,"The barbell shrug is a great exercise for those looking to build their trap muscles.
Heavy shrugs are a favorite among many professionals who use the exercise to build bigger traps.
The shrug can be incorporated into your shoulder workouts, back workouts, upper body workouts, or full body workouts.","
		Position the safeties just below waist height in a rack.

		Assume a standing position with the bar in front of your body.

		Hinge forward, inhale, and grab the bar with a double overhand grip.

		Stand up tall and ensure your spine remains neutral.

		Contract the traps to elevate the shoulders. Squeeze hard at the top and slowly lower the bar back to the starting position.

		Repeat for the desired number of repetitions.","
		Looking slightly up while shrugging may enhance the contraction as traps help to control movement of the skull. This motion should be smooth and controlled, as a ballistic movement could result in a neck injury.

		The traps tend to respond well to high reps and explosive movements (e.g. snatch grip high pulls) so program your accessory work accordingly.

		Limit momentum and excessive jerking or bouncing of the weight. No one cares about how much you shrug.

		Don’t allow the head to jut forward excessively as you squeeze the traps, this can put the neck in a compromised position and result in an injury.

		Adding a pause at the top of the movement can help to enhance the mind muscle connection."
1744282847-94,https://www.muscleandstrength.com/exercises/california-skullcrusher,California Skullcrusher,https://www.youtube.com/embed/iYd36-rreNU?rel=0,Triceps,Strength,EZ Bar,Isolation,Push (Bilateral),Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,"The California skullcrusher is a variation of the EZ bar skullcrusher. To perform a California skullcrusher, you do a combo movement that is one half skullcrusher and one half pullover.
The additional stretch provides a greater range of motion and longer time under tension for the triceps. The California skullcrusher is an effective tricep builder and should be included in your workout programs, at least for a mesocycle.","
		Select your desired weight and sit on the edge of a flat bench.

		To get into position, lay back and keep the bar close to your chest using a neutral grip. Once you are supine, press the weight to lockout.

		Unlock the elbows and allow the ez bar to drop toward your forehead or just above.

		Once your forearms reach parallel or just below, allow the upper arms to extend overhead (similar to a pullover).

		As the arms reach full extension, pull the elbows back to the starting position and then extend the elbows while flexing the triceps to lockout the weight.

		Repeat for the desired number of repetitions.","
		Don’t overextend through the lumbar spine, keep your ribcage down by maintaining tension through the abs and glutes.

		Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection.

		Keep the head in a fairly neutral position, don’t allow the neck to jut forward as this may place excessive pressure on the cervical spine.

		In order to keep tension on the triceps, don’t lock out the elbows completely.

		If you experience elbow pain during the movement, consider implementing a slight angle (incline or decline) or adjust elbow position (in versus out).

		You may slightly reduce tension through the ligamentous portions of the triceps during the movement by keeping the bar just above your head and not locking out directly over your line of sight."
1744282849-95,https://www.muscleandstrength.com/exercises/seated-low-pulley-overhead-tricep-extension.html,Seated Low Pulley Overhead Tricep Extension,https://player.vimeo.com/video/756788167?badge=0&autopause=0&player_id=0&app_id=58479,Triceps,Strength,Cable,Isolation,Push,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,,"Set up for the exercise by placing a 90 degree bench in front of a cable pulley machine facing away from it, attaching a straight bar to the low pulley, and selecting the weight you want to use on the stack.
Facing away from the pulley, grab the bar behind your neck with an overhand grip at shoulder width and sit down with your back flat against the bench. This will lift the weight slightly from the stack.
Keep your feet flat on the ground. Your forearms should be parallel to the floor at this point and your elbows should be pointed at the ceiling. You should be grasping the bar behind your head with your palms facing upward. You are now in the starting position.
Moving only at your elbow joints slowly push the bar straight up until your arms are fully extended.
Keep your upper arms stationary, pause, and then slowly bring the bar back to the starting position.
Repeat this movement for desired reps.",
1744282852-96,https://www.muscleandstrength.com/exercises/two-arm-cable-tricep-kickback.html,Two-Arm Cable Tricep Kickback,https://player.vimeo.com/video/877881415?badge=0&autopause=0&player_id=0&app_id=58479,Triceps,Strength,Cable,Isolation,Push,Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,,"Attach either a long rope, or two single grip handles to a low pulley cable and select the weight you want to use on the stack.
Grasp the rope with a neutral grip (thumbs facing the pulled machine) and step away from the machine.
With your knees bent slightly and elbows tucked in at your sides, bend down until your torso is around parallel to the floor. This is the starting position for the exercise.
Slowly extend your arms as far as possible.
Squeeze the triceps, and then slowly lower back to the starting position.
Repeat for desired reps.",
1744282854-97,https://www.muscleandstrength.com/exercises/tricep-dip.html,Tricep Dip,https://player.vimeo.com/video/756788398?h=b066242b72,Triceps,Strength,Bodyweight,Compound,Push,Beginner,"Chest, Shoulders",https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,,"Grab the parallel dip bars with an inward grip.
If the bars are adjustable, adjust them to around shoulder-width apart.
Jump up off the floor and take your weight on the bars.
The key to hitting your triceps on this version of the dip is to keep your body as straight as possible and don't lean forward. This may mean not crossing your legs and keeping them hanging down.
Slowly lower yourself down, keeping your eyes facing forward.
Lower until your elbow is at around the same height as your shoulder, and then raise your body back up without locking your arms at the top of the movement.
Repeat for desired reps.",
1744282856-98,https://www.muscleandstrength.com/exercises/bent-over-dumbbell-kickback.html,Bent Over Dumbbell Tricep Kickback,https://www.youtube.com/embed/BL9CzOQZDrs?rel=0,Triceps,Strength,Dumbbell,Isolation,Push (Bilateral),Beginner,,https://cdn.muscleandstrength.com/sites/all/themes/mnsnew/images/taxonomy/exercises/muscle-groups/full/Triceps.jpg,"The bent over dumbbell tricep kickback is a classic tricep exercise that has been used for ages.
When performing bent over dumbbell tricep kickbacks, the movement should be slow and focused. The point of this exercise is to get a good contraction on the triceps and establish a mind-muscle connection.
The bent over dumbbell tricep kickback is typically included in hypertrophy-based splits and are also an excellent tricep finisher at the end of your workout.","
		Select the desired weight from the rack and stand in an open area.

		Hinge forward, row the dumbbells into position, then extend the elbows while flexing the triceps.

		Slowly lower the dumbbells back to the starting position and repeat for the desired number of repetitions.","
		Hinge forward from the hips, there shouldn’t be excessive curvature within the lumbar spine.

		Don’t overextend through the lumbar spine, keep some tension through the abdominals.

		Exhale as you extend the dumbbell behind your body and flex the tricep.

		Keep the head in a fairly neutral position, focus on a spot on the floor and complete all of the assigned repetitions."
